,Unnamed: 0,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD,LEMMATIZED
235,235.0,4898.0,opisProjektuEfekt,wyniki uzyskane przy realizacji projektu będą publikowane w zagranicznym czasopismach anglojęzycznych. planowane też są zgłoszenia na międzynarodowych konferencjach. badania będą również stanowić podstawę do przygotowania rozprawy doktorskiej mgr agaty dorotkiewicz-jach oraz znaczącej części rozpraw habilitacyjnych dr zuzanny drulis-kawa oraz jerzego gubernatora.,07/01/15,23.0,Wpływ osłon komórkowych bakterii Gram-ujemnych na oporność wobec wolnej i liposomowej formy antybiotyków,"antybiotyki liposomowe, bakterie Gram – ujemne, mechanizmy oporności ",173.0,wynik uzyskać przy realizacja projekt być publikować w zagraniczny czasopismo anglojęzyczny . planować też być zgłoszenie na międzynarodowy konferencja . badanie być również stanowić podstawa do przygotowanie rozprawa doktorski mgr agat dorotkiewicz-jach oraz znaczący część rozprawa habilitacyjny dr Zuzanna drulis - kawa oraz Jerzy gubernator .
236,236.0,4902.0,opisProjektuEfekt,wynikibadań zostaną zamieszczone w rozprawie habilitacyjnej kierownika projektu. oprcz danych dotyczących cech mięsnych w rozprawie zostanąpodane takżeinformacje o nieśności kaczek i wyniki lęgw w poszczeglnych miesiącach cyklu reprodukcyjnego w trzech kolejnych latach.,07/01/29,23.0,"Kształtowanie się masy ciała, tempa wzrostu, wartości rzeźnej i jakości mięsa kaczek Pekin ze stad rezerwowych P44 i P55 oraz ich obukierunkowych mieszańców","kaczka, pekin, stada rezerwowe, krzyżowanie, wartość rzeźna, jakość mięsa",173.0,wynikibadań zostać zamieścić w rozprawa habilitacyjny kierownik projekt . oprcz dana dotyczyć cech mięsny w rozprawa zostanąpodane takżeinformacje o nieśność kaczka i wynik lęgw w poszczeglnych miesiąc cykl reprodukcyjny w trzy kolejny lato .
237,237.0,4907.0,opisProjektuEfekt,"rezultaty badań będą przedstawione w pracy doktorskiej. ponadto wyniki będą tematem referatów na międzynarodowych konferencjach oraz będą publikowane w znanych czasopismach naukowych takich jak acta informatica, czy order.",07/01/23,23.0,On-line Chain Partitioning Approach to Scheduling,"częściowy porządek, pokrycie łańcuchowe, on-line, up-growing",183.0,"rezultat badanie być przedstawić w praca doktorski . ponadto wynik być temat referat na międzynarodowy konferencja oraz być publikować w znana czasopismo naukowy taki jak acta informatica , czy order ."
238,238.0,4908.0,opisProjektuEfekt,"rezultaty badań będą przedstawione w pracy doktorskiej. ponadto wyniki będą tematem referatów na międzynarodowych konferencjach oraz będą publikowane w uznanych czasopismach naukowych takich jak acta informatica, czy order.",07/01/23,23.0,"On-line Coloring of Intervals, Interval Orders and Interval Graphs","graf, porządek, kolorowanie grafu, pokrycie łańcuchowe porządku, algorytmy on-line",183.0,"rezultat badanie być przedstawić w praca doktorski . ponadto wynik być temat referat na międzynarodowy konferencja oraz być publikować w uznany czasopismo naukowy taki jak acta informatica , czy order ."
239,239.0,4909.0,opisProjektuEfekt,uzyskane wyniki będą przezentowane na międzynarodowych konferencjach oraz publikowane w czasopismach międzynarodowych o dużym prestiżu.,07/01/23,23.0,Metoda eliminacji Gaussa w problemach spełnialności więzów,"spełnialność więzów, CSP, złożoność obliczeniowa, zupełność, dychotomia, eliminacja Gaussa",183.0,uzyskać wynik być przezentowane na międzynarodowy konferencja oraz publikować w czasopismo międzynarodowy o duży prestiż .
240,240.0,4910.0,opisProjektuEfekt,"podstawową formą upowszechnienia otrzymanych wynikw będą publikacje w recenzowanych czasopismach fizycznych oraz prezentacje na konferencjach poświęconych tej dziedzinie badań. planowane jest rwnież utworzenie apletw animacyjnych w javie ilustrujących dynamikę analizowanych modeli. aplety te zostaną umieszczone na stronach internetowych co przyczyni się do ich popularyzacji. kilka apletw napisanych przez autora, dotyczących pewnych zagadnień symulacyjnych, ale o charakterze przeważnie dydaktycznym dostępnych jest na stronie internetowej: http:spin.amu.edu.pl~lipowskijavajava.html",07/01/24,23.0,Dynamika niskowymiarowych nierównowagowych układów ze sztywnym rdzeniem,"dyfuzja, przewodnictwo cieplne, układy szkliste, dynamika molekularna",173.0,"podstawowy forma upowszechnienie otrzymać wynikw być publikacja w recenzować czasopismo fizyczny oraz prezentacja na konferencja poświęcony ten dziedzina badanie . planować być rwnież utworzyć apletw animacyjny w Java ilustrować dynamika analizować model . aplet te zostać umieścić na strona internetowy co przyczynić się do on popularyzacja . kilka apletw napisać przez autor , dotyczyć pewne zagadnienie symulacyjny , ale o charakter przeważnie dydaktyczny dostępny być na strona internetowy : HTTP : spin . amu . edu . Polska ~ lipowskijavajava . HTML"
241,241.0,4912.0,opisProjektuEfekt,"efektem końcowym będzie projekt typowych konstrukcji nawierzchni kompozytowych, ktrego wstępną weryfikację przeprowadzi się na odcinkach doświadczalnych. 
zasadniczym sposobem upowszechnienia wynikw będą publikacje naukowe, referaty na konferencjach krajowych i zagranicznych, monografia oraz rozprawa habilitacyjna. 
opracowanie optymalnych konstrukcji i technologii pod względem jakościowym i ekonomicznym wpłynie znacząco na zwiększenie możliwości i realności inwestycji drogowych w regionach tzw. ""ściany wschodniej"" oraz zwiększy ich atrakcyjność i rozwj gospodarczy.",07/02/20,23.0,Kompozytowe nawierzchnie dróg o sztywnych podbudowach,"drogi, wymiarowanie, materiały budowlane, nawierzchnie kompozytowe  ",173.0,"efekt końcowy być projekt typowy konstrukcja nawierzchnia kompozytowy , ktrego wstępna weryfikacja przeprowadzić się na odcinek doświadczalny . zasadniczy sposób upowszechnienie wynikw być publikacja naukowy , referat na konferencja krajowy i zagraniczny , monografia oraz rozprawa habilitacyjny . opracowanie optymalny konstrukcja i technologia pod względem jakościowy i ekonomiczny wpłynąć znacząco na zwiększenie możliwości i realność inwestycja drogowe w region tak_zwany . &quot; ścian wschodni &quot; oraz zwiększyć on atrakcyjność i rozwj gospodarczy ."
242,242.0,4914.0,opisProjektuEfekt,"w ramach projektu wykonane zostaną następujące badania:

    analiza      oddziaływania pęcherzy powietrza w funkcji odległości i średnicy dysz
    numeryczna      analiza hydrodynamicznego oddziaływania pęcherzy z zastosowaniem metody      level set dla nieściśliwej cieczy z wykorzystaniem metody elementów      skończonych.

przeprowadzone zostaną następujące analizy sygnału pomiarowego:

    analiza      statystyczna
    analiza      fourierowska i falkowa
    analiza      traktora metodą svd
    analiza      wymiaru fraktalnego
    analiza      największego wykładnika lapunowa

w wyniku badań powstaną publikacje naukowe opublikowane w czasopismach (2) oraz na konferencjach naukowych (2).
zbudowane w ramach projektu stanowisko pomiarowe będzie wykorzystywane w dalszych badaniach. wykonane badania będą podstawą przygotowania rozprawy doktorskiej pana mgr inż. piotra borowskiego.",07/01/23,23.0,Badania zjawiska synchronizacji sąsiadujących kolumn pęcherzy gazowych,"wrzenie, analiza nieliniowa, modelowanie, stabilność",173.0,w rama projekt wykonać zostać następujący badanie : analiza oddziaływanie pęcherz powietrze w funkcja odległość i średnica dysza numeryczny analiza hydrodynamiczny oddziaływanie pęcherz z zastosowanie metoda level set dla nieściśliwy ciecz z wykorzystanie metoda element skończony . przeprowadzić zostać następujący analiza sygnał pomiarowy : analiza statystyczny analiza fourierowski i falkowa analiza traktor metoda svd analiza wymiar fraktalny analiza duży wykładnik lapunowa w wynik badanie powstać publikacja naukowy opublikować w czasopismo ( 2 ) oraz na konferencja naukowy ( 2 ) . zbudować w rama projekt stanowisko pomiarowy być wykorzystywać w daleki badanie . wykonać badanie być podstawa przygotowanie rozprawa doktorski pan mgr inż . Piotr borowski .
243,243.0,4915.0,opisProjektuEfekt,"zebrane i opracowane dane posłużą do przygotowania i obrony pracy doktorskiej mgr inż. joanny kobus,


    uzyskane wyniki zostaną upowszechnione w formie publikacji naukowych oraz przedstawione w postaci komunikatów na konferencjach,


    uzyskane wyniki badań staną się podstawą do kontynuowania badań w wybranym temacie oraz dalszej oceny wpływu dodatku przeciwutleniaczy zawartych w ekstraktach z miłorzębu dwuklapowego na tempo zmian zachodzących we frakcji lipidowej produktów mięsnych. stanowić mogą także podstawę do zastosowania ich w innych produktach w celu ochrony nie tylko tłuszczu ale także białek oraz innych odżywczych komponentów żywności.",07/01/25,23.0,Właściwości przeciwutleniające ekstraktów z liści miłorzębu dwuklapowego,"miłorząb dwuklapowy, flawonoidy, ekstrakcja, przeciwutleniacze, cholesterol, przetwory mięsne",183.0,"zebrać i opracować dana posłużyć do przygotowanie i obrona praca doktorski mgr inż . Joanna kobus , uzyskać wynik zostać upowszechnić w forma publikacja naukowy oraz przedstawić w postać komunikat na konferencja , uzyskać wynik badanie stanąć się podstawa do kontynuować badanie w wybrana temat oraz daleki ocena wpływ dodatek przeciwutleniacz zawrzeć w ekstrakt z miłorząb dwuklapowy na tempo zmiana zachodzić w frakcja lipidowy produkt mięsny . stanowić móc także podstawa do zastosowanie on w inny produkt w cel ochrona nie tylko tłuszcz ale także białek oraz inny odżywczy komponent żywność ."
244,244.0,4916.0,opisProjektuEfekt,"rezultaty planowanych badań zostaną przedstawione w kilku publikacjach, komunikatach oraz referatach w kraju i za granicą. planujemy rwnież, aby powyższy projekt stanowił znaczą część przyszłej rozprawy doktorskiej mgr anny posłuszny. mgr anna posłuszny jest na pierwszym roku studiw doktoranckich i nie ma jeszcze otwartego przewodu doktorskiego. w związku z powyższym jej przyszła rozprawa doktorska nie będzie stanowiła podstawy rozliczenia projektu.",07/01/10,23.0,Rola synaps elektrycznych w modulowaniu hipokampalnej aktywności komórkowej oraz rytmu theta in vivo,"rytm theta, in vivo, synapsy elektryczne, szczur anestetyzowany",183.0,"rezultat planować badanie zostać przedstawić w kilka publikacja , komunikat oraz referat w kraj i za granica . planować rwnież , aby powyższy projekt stanowić znaczyć część przyszły rozprawa doktorski mgr Anna posłuszny . mgr Anna posłuszny być na pierwsza rok studiwa doktorancki i nie mój jeszcze otwarty przewód doktorski . w związek z powyższe on przyszły rozprawa doktorski nie być stanowić podstawa rozliczenie projekt ."
245,245.0,4918.0,opisProjektuEfekt,"w wyniku realizacji programu zostaną pozyskane dane termodynamiczne dla pochodnych uracylu, ktre zostaną opublikowane w 4 międzynarodowych czasopismach, jak rwnież zostaną wprowadzone do baz danych (np.nist standard reference database). część otrzymanych wynikw badań będzie przedstawiona w formie patentw.  przewiduje się udział w6 konferencjach (3 krajowych i 3 zagranicznych) gdzie zostaną zaprezentowane uzyskane wyniki badańoraz omwione zastosowane metody. zostanie wykonana modernizacja kalorymetru do wyznaczenia ciepła rozpuszczania, jak rwnież przygotowane stanowisko badawcze do badań prężności par i entalpii sublimacji związane z modernizacją wyciągu oraz wentylacji.",07/01/30,23.0,Właściwości termodynamiczne nukleozydowych pochodnych uracylu.,"urydyna, 2’-deoksyurydyna, pochodne 2’-deoksyurydyny i 3′-deoksytymidyny, entalpie i energie swobodne Gibbsa  oddziaływania badanych  związków z wodą, oktanolem, związkami inkluzyjnymi; rozpuszczalność, współczynniki podziału woda-oktanol; pozorne molowe objętości; ciepła właściwe stałych związków w funkcji temperatury, polimorfizm i pseudopolimorfizm,  entalpia topnienia, trwałość termiczna, prężności par w funkcji temperatury, entalpie sublimacji; korelacje własności termodynamicznych badanych związków z ich strukturą (a w tym powierzchniami i objętościami dostępnymi dla rozpuszczalnika).",173.0,"w wynik realizacja program zostać pozyskać dana termodynamiczny dla pochodna uracyl , ktre zostać opublikować w 4 międzynarodowy czasopismo , jak rwnież zostać wprowadzić do baza dana ( np.nist standard reference database ) . część otrzymać wynikw badanie być przedstawić w forma patentw . przewidywać się udział w6 konferencja ( 3 krajowy i 3 zagraniczny ) gdzie zostać zaprezentować uzyskać wynik badańoraz omwione zastosowany metoda . zostać wykonać modernizacja kalorymetr do wyznaczyć ciepło rozpuszczać , jak rwnież przygotować stanowisko badawczy do badanie prężność par i entalpia sublimacja związać z modernizacja wyciąg oraz wentylacja ."
246,246.0,4919.0,opisProjektuEfekt,"podstawowym sposobem upowszechniania wynikw badań będą artykuły i referaty naukowe. na bazie prowadzonych badań przewidywane jest wykonanie kilku prac magisterskich oraz wykorzystanie wynikw badań w rozprawie habilitacyjnej.
ponadto wymiernym efektem podjętego tematu będzie wybudowanie (na bazie istniejącego) nowoczesnego stanowiska do badań przyczepności zgorzeliny powstającej w atmosferze spalin z gazw przemysłowych spalanych z dowolną wartością stosunku nadmiaru powietrza. wyniki pomiarw będą mogły być rejestrowane i opracowywane w komputerze, a ich transmisja będzie możliwa poprzez łącza internetowe.
zrealizowanie celu pracy pozwoli na określenie wpływu technologii nagrzewania i wydajności pieca na przyczepność zgorzeliny oraz identyfikację mechanizmw decydujących o wartości sił kohezji na granicy rdzeń stalowy - zgorzelina.
przeprowadzone badania pozwolą na opracowanie technologii nagrzewania wsadu pozwalającej na uzyskanie optymalnej przyczepności. wyniki badań mogą znaleźć zastosowanie w udoskonalaniu technologii nagrzewania, a przez to znacznie podnieść jakość wyrobw walcowanych.
wyniki badań będą możliwe do wykorzystania u producentw płaskich wyrobw walcowanych i wyrobw kutych.",06/12/20,23.0,Wpływ technologii nagrzewania i wydajności pieca na przyczepność zgorzeliny do podłoża stalowego,"przyczepność zgorzeliny, technologia nagrzewania",173.0,"podstawowy sposób upowszechniać wynikw badanie być artykuł i referat naukowy . na baza prowadzony badanie przewidywać być wykonanie kilka praca magisterski oraz wykorzystanie wynikw badanie w rozprawa habilitacyjny . ponadto wymierny efekt podjąć temat być wybudować ( na baza istnieć ) nowoczesny stanowisko do badanie przyczepność zgorzelina powstawać w atmosfera spaliny z gazw przemysłowy spalać z dowolny wartość stosunek nadmiar powietrze . wynik pomiarw być móc być rejestrować i opracowywać w komputer , a on transmisja być możliwy poprzez łącze internetowy . zrealizowanie cel praca pozwolić na określenie wpływ technologia nagrzewać i wydajność piec na przyczepność zgorzelina oraz identyfikacja mechanizmw decydujący o wartość siła kohezja na granica rdzeń stalowy - zgorzelina . przeprowadzić badanie pozwolić na opracowanie technologia nagrzewać wsad pozwalać na uzyskać optymalny przyczepność . wynik badanie móc znaleźć zastosowanie w udoskonalać technologia nagrzewać , a przez to znacznie podnieść jakość wyrobw walcować . wynik badanie być możliwy do wykorzystanie u producentw płaski wyrobw walcować i wyrobw kuć ."
247,247.0,4921.0,opisProjektuEfekt,"realizacja niniejszego projektu badawczego przyniesie następujące efekty: 

    
    opracowanie nowych algorytmw dla systemw ilościowej analizy obrazw w cytologii roślin, 
    
    
    opracowanie zestawu pierwotnych cech geometrycznych i teksturalnych jąder komrkowych cebuli umożliwiających rozrżnianie faz mitozy i omwionych typw aberracji chromosomw,
    
    
    przeprowadzenie redukcji cech pierwotnych badanych obiektw, rozpoznanie cech głwnych (pca) w celu przyspieszenia procesw klasyfikacji, 
    
    
    opracowanie modelu sieci neuronowej przeznaczonej do klasyfikacji faz mitozy z uwzględnieniem aberracji chromosomw,
    
    
    nauczenie sieci neuronowej klasyfikowania faz mitozy i aberracji na zbiorach odniesienia,
    
    
    publikacje opracowanych metod i algorytmw w czasopismach i materiałach konferencyjnych,
    
    
    możliwość prowadzenia screeningu zanieczyszczeń środowiska przy wykorzystaniu opracowanych metod.
    

uzyskane wyniki w podanym wyżej zakresie będą publikowane w materiałach przynajmniej 1 zagranicznej konferencji naukowej i w formie kilku artykułw w czasopismach o tematyce przetwarzania i analizy obrazw.
omwiony wyżej komputerowy system analizatora będzie dostępny jako działające urządzenie w ""katedrze cytologii i cytochemii uł"" - głwnie dla dalszych badań naukowych i prac dydaktycznych.",07/01/25,23.0,Komputerowy analizator preparatów mikroskopowych do pomiaru indeksu mitotycznego i indeksu fazowego prawidłowych i nieprawidłowych komórek mitotycznych oraz oceny frekwencji aberracji chromosomowych związanych z działaniem zanieczyszczeń środowiska naturalnego,"analiza obrazu mikroskopowego, automatyczna klasyfikacja, mitoza, indeks mitotyczny, aberracje mitotyczne",173.0,"realizacja niniejszy projekt badawczy przynieść następujący efekt : opracowanie nowa algorytmw dla systemw ilościowy analiza obrazw w cytologia roślina , opracowanie zestaw pierwotny cech geometryczny i teksturalnych jądro komrkowych cebula umożliwiać rozrżnianie faza mitoza i omwionych typw aberracja chromosomw , przeprowadzić redukcja cech pierwotny badany obiektw , rozpoznanie cech głwnych ( pca ) w cel przyspieszenie procesw klasyfikacja , opracowanie model sieć neuronowy przeznaczyć do klasyfikacja faza mitoza z uwzględnienie aberracja chromosomw , nauczyć sieć neuronowy klasyfikować faza mitoza i aberracja na zbiór odniesienie , publikacja opracować metoda i algorytmw w czasopismo i materiał konferencyjny , możliwość prowadzenie screeningu zanieczyszczenie środowisko przy wykorzystanie opracować metoda . uzyskać wynik w podać wysoce zakres być publikować w materiał przynajmniej 1 zagraniczny konferencja naukowy i w forma kilka artykułw w czasopismo o tematyka przetwarzanie i analiza obrazw . omwiony wysoce komputerowy system analizator być dostępny jako działać urządzenie w &quot; katedra cytologia i cytochemia UŁ &quot; - głwnie dla daleki badanie naukowy i praca dydaktyczny ."
248,248.0,4922.0,opisProjektuEfekt,zdaniem wnioskodawcy planowane badania pozwolą włączyć się do dyskusji nad fundamentalnymi zagadnieniami geologicznymi i geomorfologicznymi. zastosowaniem osiągniętych rezultatw będą publikacje w liczących się periodykach naukowych.,07/01/16,23.0,Materia pozaziemska w skałach kenozoiku Polski i krajów ościennych,"Skały kenozoiku, materia pozaziemska, zmiany promienia globu",173.0,zdanie wnioskodawca planować badanie pozwolić włączyć się do dyskusja nad fundamentalny zagadnienie geologiczny i geomorfologiczny . zastosowanie osiągnąć rezultatw być publikacja w liczyć się periodyk naukowy .
249,249.0,4928.0,opisProjektuEfekt,"wynikiem realizacji projektu będzie opracowanie matematycznego modelu procesu produkcji mleka i wyznaczenie rozwiązań optymalnych w odniesieniu do zarządzania stadem bydła mlecznego i przebiegu procesu produkcji mleka. przy wykorzystaniu algorytmw obliczeniowych modelu skonstruowany zostanie autorski program komputerowy, dzięki ktremu możliwe będzie wspomaganie procesw decyzyjnych w produkcji mleka prowadzonej w dowolnych uwarunkowaniach techniczno-ekonomicznych. wymagać to będzie jednak każdorazowo określenia zmiennych decyzyjnych i szacowania parametrw właściwych dla konkretnego gospodarstwa. program będzie można zainstalować na każdym komputerze posiadającym system operacyjny windows i pakiet microsoft office. opracowany model optymalizacji produkcji mleka wraz z wyznaczonymi rozwiązaniami optymalnymi, dotyczącymi zarządzania stadem bydła mlecznego i produkcji mleka oraz program komputerowy służący wspomaganiu podejmowania decyzji w produkcji mleka zostaną przekazane do wykorzystania w hzz osowa sień sp. z o.o.. wyniki przeprowadzonych badań będą przedstawione w formie publikacji w czasopismach naukowych, w formie referatw na konferencjach krajowych i zagranicznych (np. european conference on operational research) oraz w wydawnictwach o charakterze upowszechnieniowym i doradczym. planuje się prezentację i promocję skonstruowanego programu komputerowego wspomagającego podejmowanie optymalnych decyzji dotyczących zarządzania stadem bydła mlecznego i produkcji mleka na spotkaniach z producentami oraz kadrą doradczą (ośrodki doradztwa rolniczego). odpowiednia informacja zostanie także zamieszczona w mediach branżowych i w internecie.",07/01/31,23.0,Zastosowanie programowania dynamicznego do optymalizacji produkcji mleka,"bydło mleczne, produkcja mleka, efektywność ekonomiczna, modelowanie matematyczne, optymalizacja",183.0,"wynik realizacja projekt być opracowanie matematyczny model proces produkcja mleko i wyznaczyć rozwiązanie optymalny w odniesienie do zarządzanie stado bydło mleczny i przebieg proces produkcja mleko . przy wykorzystanie algorytmw obliczeniowy model skonstruować zostać autorski program komputerowy , dzięki ktremu możliwy być wspomaganie procesw decyzyjny w produkcja mleko prowadzony w dowolny uwarunkowanie techniczno - ekonomiczny . wymagać to być jednak każdorazowo określenie zmienna decyzyjny i szacować parametrw właściwy dla konkretny gospodarstwo . program być można zainstalować na każdy komputer posiadający system operacyjny Windows i pakiet Microsoft office . opracować model optymalizacja produkcja mleko wraz z wyznaczyć rozwiązanie optymalny , dotyczyć zarządzanie stado bydło mleczny i produkcja mleko oraz program komputerowy służący wspomaganie podejmować decyzja w produkcja mleko zostać przekazać do wykorzystanie w hzz osowa sień spółka . z o . o . . wynik przeprowadzić badanie być przedstawić w forma publikacja w czasopismo naukowy , w forma referatw na konferencja krajowy i zagraniczny ( na_przykład . european conference on operational research ) oraz w wydawnictwo o charakter upowszechnieniowy i doradczy . planować się prezentacja i promocja skonstruować program komputerowy wspomagający podejmować optymalny decyzja dotyczyć zarządzanie stado bydło mleczny i produkcja mleko na spotkanie z producent oraz kadra doradczy ( ośrodek doradztwo rolniczy ) . odpowiedni informacja zostać także zamieścić w media branżowy i w internet ."
250,250.0,4931.0,opisProjektuEfekt,"dokumentowanie uzyskanych rezultatów
rezultaty uzyskane w ramach proponowanego projektu zostaną opublikowane w czasopismach o zasięgu międzynarodowym (głównie applied acoustics, co najmniej 3 prace, po jednej na zakończenie każdego etapu badań), w materiałach konferencyjnych (przede wszystkim w materiałach otwartych seminariów z akustyki oraz w materiałach dorocznych konferencji structures-waves_human-health) oraz zostaną przedstawione na dorocznych spotkaniach lekarzy laryngologów i protetyków słuchu organizowanych corocznie w poznaniu (akustyka w audiologii i foniatrii). ponadto część badań zostanie wykorzystana w pracy doktorskiej jednego z uczestników projektu. rezultaty badań 
(głównie animacje uzyskanych rezultatów) będą również wykorzystywane w procesie nauczania protetyków słuchu.",06/12/22,23.0,Modelowanie pracy ludzkiego ucha środkowego w stanie fizjologicznym i w niektórych stanach patologicznych metodą elementów skończonych,"ucho środkowe, modelowanie",173.0,"dokumentować uzyskać rezultat rezultat uzyskać w rama proponować projekt zostać opublikować w czasopismo o zasiąg międzynarodowy ( głównie applied acoustics , co mało 3 praca , po jeden na zakończenie każdy etap badanie ) , w materiał konferencyjny ( przed wszyscy w materiał otwarty seminarium z akustyka oraz w materiał doroczny konferencja structures - waves _ human - health ) oraz zostać przedstawić na doroczny spotkanie lekarz laryngolog i protetyk słuch organizować corocznie w poznanie ( akustyk w audiologia i foniatria ) . ponadto część badanie zostać wykorzystać w praca doktorski jeden z uczestnik projekt . rezultat badanie ( głównie animacja uzyskać rezultat ) być również wykorzystywać w proces nauczanie protetyk słuch ."
251,251.0,4933.0,opisProjektuEfekt,"wymiernym efektem podjętego problemu będzie uzyskanie danych dotyczących ilościowego zanieczyszczenia tuszek indykw, brojlerw i gęsi bakteriami z rodzaju campylobacter podczas obrbki poubojowej, aż po uzskanie schłodzonych tuszekdrobiowych.otrzymane szczegłowe dane umożliwią opracowanie programu monitoringu, co w konsekwencji przyczyni się do znacznego ograniczenia wystepowania tych niebezpiecznych patogenw w całej produkcji drobiarskiej.
 wymiernym efektem będzie roprawa doktorska oraz publikacje naukowe i referaty na konferencje naukowe krajowe i zagraniczne.",07/01/26,23.0,Stopień zanieczyszczenia mięsa bakteriami z rodzaju Campylobacter podczas obróbki poubojowej drobiu rzeźnego,"Campylobacter sp., drób, zanieczyszczenia tuszek, narządów wewnętrznych",173.0,"wymierny efekt podjąć problem być uzyskać dana dotyczyć ilościowy zanieczyszczenie tuszka indykw , brojlerw i gęś bakteria z rodzaj campylobacter podczas obrbki poubojowy , aż po uzskanie schłodzić tuszekdrobiowych . otrzymać szczegłowe dana umożliwić opracowanie program monitoring , co w konsekwencja przyczynić się do znaczny ograniczenie wystepowania ten niebezpieczny patogenw w cały produkcja drobiarski . wymierny efekt być roprawa doktorski oraz publikacja naukowy i referat na konferencja naukowy krajowy i zagraniczny ."
252,252.0,4935.0,opisProjektuEfekt,"wynikiem realizacji projektu będzie przygotowanie i obrona w 2008 roku pracy doktorskiej głównego wykonawcy pt. ""teoria potencjału procesów relatywistycznych"" (przewód doktorski został otwarty w instytucie matematyki i informatyki politechniki wrocławskiej 26 września 2006. promotorem jest dr hab. michał ryznar). wyniki uzyskane podczas trwania projektu zostaną opublikowane w czasopismach o zasięgu międzynarodowym oraz rozpowszechnione na konferencjach krajowych i międzynarodowych.",07/01/26,23.0,Teoria potencjału procesów relatywistycznych,"proces relatywistyczny, proces stabilny, proces Levy'ego, teoria potencjału, funkcja Greena, jądro Poissona, miara harmoniczna, średni czas wyjścia ze zbioru",183.0,wynik realizacja projekt być przygotowanie i obrona w 2008 rok praca doktorski główny wykonawca pod_tytułem . &quot; teoria potencjał proces relatywistyczny &quot; ( przewód doktorski zostać otwarty w instytut matematyka i informatyka politechnika wrocławski 26 wrzesień 2006 . promotor być dr Księga_Habakuka . Michał ryznar ) . wynik uzyskać podczas trwanie projekt zostać opublikować w czasopismo o zasiąg międzynarodowy oraz rozpowszechniony na konferencja krajowy i międzynarodowy .
253,253.0,4937.0,opisProjektuEfekt,"praca ta stanowi temat rozprawy doktorskiej      agnieszki jankowskiej.
planowane jest ogłoszenie pracy drukiem w czasopismach zagranicznych i polskich.",07/01/11,23.0,"Stężenie osteoprotogeryny i liganda receptora aktywującego czynnik jądrowy   
  NF-kappa B w wybranych chorobach autoimmunologicznych u dzieci ze współistniejącymi zaburzeniami mineralizacji kości","osteoprtegeryna, ligand RANK, dzieci, osteoporoza, nieswoiste zapalenie jelit",173.0,praca ta stan temat rozprawa doktorski Agnieszka Jankowska . planować być ogłoszenie praca druk w czasopismo zagraniczny i polski .
254,254.0,4938.0,opisProjektuEfekt,"przetestowanie oryginalnej, opracowanej przez kierownika i wspłpracownikw metody pośredniego pomiaru strumienia objętości przepływającego płynu.
 rozszerzenie możliwości obliczeniowych pakietu fluent poprzez opracowane kody numeryczne sprzęgające wspomniany pakiet z wybranymi metodami optymalizacji. opracowanie okna procedury obliczeniowej umożliwiającej, na podstawie zmierzonej rżnicy ciśnienia oraz temperatury, wyznaczenie poszukiwanej wartości mierzonego w sposb pośredni strumienia objętości płynu.
 wykonanie rozprawy doktorskiej przez jednego z wykonawcw projektu. ponadto przewiduje się upowszechnienie wynikw badań w postaci referatw prezentowanych na krajowych konferencjach naukowych oraz publikacji w recenzowanych czasopismach krajowych i zagranicznych.",07/01/04,23.0,Pomiar strumienia objętości płynu na łukach kolan o przekroju niekołowym zainstalowanych w rurociągach,"przepływomierz kolanowy, przepływy turbulentne, zagadnienie optymalizacyjne, rurociągi energetyczne",183.0,"przetestować oryginalny , opracować przez kierownik i wspłpracownikw metoda pośredni pomiar strumień objętość przepływać płyn . rozszerzyć możliwości obliczeniowy pakiet fluent poprzez opracować kod numeryczny sprzęgać wspomnieć pakiet z wybrana metoda optymalizacja . opracowanie okno procedura obliczeniowy umożliwiać , na podstawa zmierzyć rżnicy ciśnienie oraz temperatura , wyznaczyć poszukiwany wartość mierzyć w sposb pośredni strumień objętość płyn . wykonanie rozprawa doktorski przez jeden z wykonawcw projekt . ponadto przewidywać się upowszechnienie wynikw badanie w postać referatw prezentować na krajowy konferencja naukowy oraz publikacja w recenzować czasopismo krajowy i zagraniczny ."
