,Unnamed: 0,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD,LEMMATIZED
10,10.0,4555.0,opisProjektuEfekt,"wymiernym i udokumentowanym efektem podjętego problemu naukowego będzie zintegrowany program komputerowy służący do modelowania rozwoju oraz obrazowania mikrostruktury w procesach gdzie zastosowano bardzo duże odkształcenia plastyczne w celu uzyskania struktury ultradrobnoziarnistej. możliwość przewidywania ilościowego i jakościowego rozwoju mikrostruktury pozwoli rwnież wyznaczyć własności mechaniczne tego typu materiałw. w konsekwencji możliwym będzie, przy uwzględnieniu parametrw procesu oraz składu chemicznego stali, projektowanie własności mechanicznych w celu uzyskania maksymalnej plastyczności tak trudno osiągalnej w strukturach ultradrobnoziarnistych.
przewiduje się, że wyniki badań wykorzystane zostaną do napisania dwch prac doktorskich. powstaną rwnież publikacje w renomowanych czasopismach oraz w materiałach konferencyjnych krajowych i zagranicznych.",07/01/25,23.0,Opracowanie modelu oraz symulacja komputerowa rozwoju struktury w procesach uzyskiwania materiałów drobnoziarnistych,"mikrostruktura, struktura dyslokacyjna, automaty komórkowe, metoda elementów skończonych, własności materiałów, materiały drobnoziarniste",183.0,"wymierny i udokumentować efekt podjąć problem naukowy być zintegrować program komputerowy służący do modelować rozwój oraz obrazowanie mikrostruktura w proces gdzie zastosować bardzo duha odkształcić plastyczny w cel uzyskać struktura ultradrobnoziarnisty . możliwość przewidywanie ilościowy i jakościowy rozwój mikrostruktura pozwolić rwnież wyznaczyć własność mechaniczny to typ materiałw . w konsekwencja możliwy być , przy uwzględnienie parametrw proces oraz skład chemiczny stal , projektować własność mechaniczny w cel uzyskać maksymalny plastyczność tak trudno osiągalny w struktura ultradrobnoziarnisty . przewidywać się , że wynik badanie wykorzystać zostać do napisać dwch praca doktorski . powstać rwnież publikacja w renomowany czasopismo oraz w materiał konferencyjny krajowy i zagraniczny ."
11,11.0,4575.0,opisProjektuEfekt,"w trakcie realizacji projektu przewiduje się publikowanie cząstkowych danych florystycznych w czasopismach naukowych lub ich prezentację podczas konferencji (krajowych lub zagranicznych). dane końcowe zostaną przygotowane w formie gotowego do opublikowania syntetycznego opracowania, napisanego w języku angielskim, dotyczącego zagrożenia rżnorodności gatunkowej mchw wysokogrskich polskich karkonoszy. ocena rozprzestrzenienia gatunkw synantropijnych w szczytowej części masywu zostanie przekazana dyrekcji karkonoskiego pn wraz z propozycjami działań ograniczających ten proces. zebrane dane florystyczne zostaną przygotowane w formie bazy danych oraz punktowych map rozmieszczenia do wykorzystania w atlasach lub innych opracowaniach dotyczących briogeografii. zostanie przygotowany kompletny zbir wspłczesnych materiałw zielnikowych ze wschodnich karkonoszy, ktry zostanie zdeponowany w zielniku mchw ib pan w krakowie.",06/12/15,23.0,Refugia różnorodności gatunkowej mchów wysokogórskich w Karkonoszach polskich i jej zagrożenia.,"mchy wysokogórskie, bioróżnorodność, ekologia, zagrożenie mszaków, synantropizacja brioflory, Karkonosze",173.0,"w trakt realizacja projekt przewidywać się publikować cząstkowy dana florystyczny w czasopismo naukowy lub on prezentacja podczas konferencja ( krajowy lub zagraniczny ) . dana końcowy zostać przygotować w forma gotowe do opublikować syntetyczny opracowanie , napisać w język angielski , dotyczyć zagrożenie rżnorodności gatunkowy mchw wysokogrskich polski Karkonosze . ocena rozprzestrzenić gatunkw synantropijny w szczytowy część masyw zostać przekazać dyrekcja karkonoski PN wraz z propozycja działanie ograniczający ten proces . zebrać dana florystyczny zostać przygotować w forma baza dana oraz punktowy mapa rozmieszczenie do wykorzystanie w atlas lub inny opracowanie dotyczyć briogeografii . zostać przygotować kompletny zbir wspłczesnych materiałw zielnikowy z wschodni Karkonosze , ktry zostać zdeponować w zielnik mchw ib pan w Krak ."
12,12.0,4585.0,opisProjektuEfekt,"zakłada się publikację wynikw w formie oryginalnych prac wczasopismach krajowych i zagranicznych, jak rwnież upowszechnianie wynikw w czasopismach popularno-naukowych przeznaczonych dla producentw.
przewiduje się prezentację doświadczeń dla członkw towarzystw naukowych: polskiego towarzystwa nauk ogrodniczych, polskiego towarzystwa agrotechnicznego, polskiego towarzystwa gleboznawczego.
planuje się referaty połączone z prezentacją upraw aeroponicznych dla producentw-ogrodnikw, zrzeszonych w polskim towarzystwie ogrodniczym, wielkopolskim towarzystwie ogrodniczym, jak rwnież wspłdzielniach ogrodniczych. 
dotychczasowe pilotowe uprawy aeroponiczne były licznie zwiedzane przez gości zagranicznych, jak rwnież studentw wydziałw biologicznych uniwersytetwi uczelni rolniczych. jest bardzo prawdopodobne, żezainteresowanieaeroponicznymi uprawami nie będzie malało.została już założonaaeroponiczna uprawa anturium na skalęprodukcyjną. przygotowywane są nowe uprawy z innymi roślinami ogrodniczymi.",07/01/11,23.0,Aeroponiczna uprawa pomidora szklarniowego (Lycopersicon esculentum Mill.),"aeroponika, uprawa aeroponiczna, pomidor",173.0,"zakładać się publikacja wynikw w forma oryginalny praca wczasopismach krajowy i zagraniczny , jak rwnież upowszechniać wynikw w czasopismo popularno - naukowy przeznaczyć dla producentw . przewidywać się prezentacja doświadczenie dla członkw towarzystwo naukowy : polski towarzystwo nauka ogrodniczy , polski towarzystwo agrotechniczny , polski towarzystwo gleboznawczy . planować się referat połączyć z prezentacja uprawa aeroponicznych dla producentw - ogrodnikw , zrzeszona w polski towarzystwo ogrodniczy , wielkopolski towarzystwo ogrodniczy , jak rwnież wspłdzielniach ogrodniczy . dotychczasowy pilotowy uprawa aeroponiczne były licznie zwiedzać przez gościa zagraniczny , jak rwnież studentw wydziałw biologiczny uniwersytetwi uczelnia rolniczy . być bardzo prawdopodobny , żezainteresowanieaeroponicznymi uprawa nie być maleć . zostać już założonaaeroponiczna uprawa anturium na skalęprodukcyjną . przygotowywać być nowa uprawa z inny roślina ogrodniczy ."
13,13.0,4707.0,opisProjektuEfekt,"przewidujemy publikację uzyskanych wyników w międzynarodowych czasopismach poświęconych biologii molekularnej i genetyce, a także prezentację na międzynarodowych zjazdach i konferencjach. uzyskane wyniki mogą też wejść w skład rozprawy doktorskiej mgr. małeckiego, rozprawy habilitacyjnej kierownika projektu i prac magisterskich wykonywanych w instytucie genetyki i biotechnologii uw.",07/01/26,23.0,Degradacja i obróbka RNA w mitochondriach drożdży Saccharomyces cerevisiae.,"drożdże, mitochondria, RNA, procesy posttranskrypcyjne, RNaza, helikaza, białka PPR",183.0,"przewidywać publikacja uzyskać wynik w międzynarodowy czasopismo poświęcony biologia molekularny i genetyka , a także prezentacja na międzynarodowy zjazd i konferencja . uzyskać wynik móc też wejść w skład rozprawa doktorski mgr . Małecki , rozprawa habilitacyjny kierownik projekt i praca magisterski wykonywać w instytut genetyka i biotechnologia UW ."
14,14.0,4751.0,opisProjektuEfekt,"wyniki badań będą stanowiły tezy rozprawy habilitacyjne kierownika projektu.
wyniki będą publikowane w czasopismach naukowych o zasięgu międzynarodowym, np.: sugar industry, food additives and contaminants, international sugar journal, i krajowym np.: gazeta cukrownicza, żywność. nauka. technologia. jakość oraz bedą prezentowane na polskich i międzynarodowych konferencjach naukowych.
wyniki będą rwnież prezentowane na konferencjach szkoleniowych organizowanych przez instytut chemicznej technologii żywności wraz ze stowarzyszeniem technikw cukrownikw w celu ich bieżącego wdrażania w przemyśle.",07/07/31,27.0,Ocena jakości i kryteria autentyczności cukru trzcinowego i buraczanego,"cukier buraczany, cukier trzcinowy, zanieczyszczenia techniczne, ocena jakości, AAS, HPLC, HPAE.",183.0,"wynik badanie być stanowić teza rozprawa habilitacyjny kierownik projekt . wynik być publikować w czasopismo naukowy o zasiąg międzynarodowy , na_przykład . : sugar industry , food additives Anda contaminants , international sugar journal , i krajowy na_przykład . : gazeta cukrowniczy , żywność . nauka . technologia . jakość oraz Beda prezentować na polski i międzynarodowy konferencja naukowy . wynik być rwnież prezentować na konferencja szkoleniowy organizować przez instytut chemiczny technologia żywność wraz z stowarzyszenie technikw cukrownikw w cel on bieżący wdrażać w przemysł ."
15,15.0,4771.0,opisProjektuEfekt,"autor planuje częściowe wyniki badań, jeszcze przed ostatecznym zakończeniem realizacji zadania, przedstawiać oraz przedyskutowywać podczas konferencji i sympozjw krajowych poświęconych problemom geomorfologii, geologii i paleogeografii czwartorzędu. po zakończeniu badań opublikowane zostaną w czasopismach o zasiegu oglnokrajowym artykuły ujmujące kompleksowo uzyskane wyniki. w części niosącej cechy ponadregionalne planuję rwnież publikacje w języku angielskim w czasopismach o możliwie szerokim zasiegu międzynarodowym. 
w szerszej perspektywie, nie objętej jednak niniejszym wnioskiem, autor widzi możliwość organizacji tematycznych warsztatwkonferencji sedymentologicznych w tym zakresie oraz dalszych badań zmierzających do opracowania monografii poświęconej problematyce kemowej.",07/01/29,23.0,Cechy diagnostyczne sedymentacji w kemach,"kemy, geomorfologia, środowisko glacjalne, osady glacifluwialne, Polska,",173.0,"autor planować częściowy wynik badanie , jeszcze przed ostateczny zakończenie realizacja zadanie , przedstawiać oraz przedyskutowywać podczas konferencja i sympozjw krajowy poświęcony problem geomorfologia , geologia i paleogeografia czwartorzęd . po zakończenie badanie opublikować zostać w czasopismo o zasiegu oglnokrajowym artykuł ujmujący kompleksowo uzyskać wynik . w część nieść cech ponadregionalny planować rwnież publikacja w język angielski w czasopismo o możliwie szeroki zasiegu międzynarodowy . w szeroki perspektywa , nie objąć jednak niniejszy wniosek , autor widzieć możliwość organizacja tematyczny warsztatwkonferencji sedymentologicznych w tym zakres oraz daleki badanie zmierzać do opracowanie monografia poświęcony problematyka kemowej ."
16,16.0,4801.0,opisProjektuEfekt,wyniki badań zostaną opublikowane w anglojęzycznych periodykach naukowych.,07/01/29,23.0,Modelowanie molekularne agregatów antybiotyku przeciwgrzybowego amfoterycyny B,amfoterycyna B; chemoterapeutyk przeciwgrzybowy; agregacja; modelowanie molekularne; dynamika molekularna; symulacja komputerowa,173.0,wynik badanie zostać opublikować w anglojęzyczny periodyk naukowy .
17,17.0,4808.0,opisProjektuEfekt,"uzyskane wyniki zostaną przedstawione w formie publikacji zarówno w czasopismach krajowych jak i zagranicznych, oraz zaprezentowane na konferencjach. mogą być one również pomocne przy normalizacji wybranych odmian miodu.",07/01/23,23.0,Właściwości fizykochemiczne miodów z pasiek Polski południowo-wschodniej,"miód, analiza składu, reologia, właściwości fizykochemiczne",173.0,"uzyskać wynik zostać przedstawić w forma publikacja zarówno w czasopismo krajowy jak i zagraniczny , oraz zaprezentować na konferencja . móc być on również pomocne przy normalizacja wybrana odmiana miód ."
18,18.0,4813.0,opisProjektuEfekt,"wymiernym i udokumentowanym efektem podjętego problemu będzie szereg publikacji w języku angielskim i polskim oraz 2-4 referaty na konferencjach krajowych i zagranicznych. projekt badawczy będzie stanowił początkowy etap prac nad metodami kształtowania wspłczesnej postaci lasu zagospodarowanego, a opublikowane wyniki będą przydatne w praktyce gospodarczej leśnictwa, a także w ochronie przyrody.",07/01/24,23.0,Rola wybranych gatunków drzew w procesie regeneracji lasu zagospodarowanego,"regeneracja lasu, las dwugeneracyjny, grąd środkowoeuropejski, siedlisko, przebudowa drzewostanu",173.0,"wymierny i udokumentować efekt podjąć problem być szereg publikacja w język angielski i polski oraz 2 - 4 referat na konferencja krajowy i zagraniczny . projekt badawczy być stanowić początkowy etap praca nad metoda kształtować wspłczesnej postać las zagospodarować , a opublikować wynik być przydatny w praktyka gospodarczy leśnictwo , a także w ochrona przyroda ."
19,19.0,4817.0,opisProjektuEfekt,"wyniki badań będą opublikowane w czasopismach z tzw. listy filadelfijskiej (dendrochronologia, geomorphology) oraz w czasopismach krajowych. zamierzeniem wykonawców projektu jest również prezentacja rezultatów prac badawczych na konferencjach krajowych oraz międzynarodowych, m.in :
- interpraevent ""protection of human habitats against floods, debris flows, snow avalanches and slope movements"", 2008 dornbirn, austria
- association for tree-ring research trace-tree rings in archeology, climatolgy and ecology 2008, poland
-international association of geomorphologists ""international geomorphology conference"" 2009 melbourne, australia
rezultaty badań będą stanowiły część rozprawy habilitacyjnej dr piotra owczarka oraz dr agnieszki latochy i dr krzysztofa parzócha. zakupione w ramach projektu urządzenia badawcze wzbogacą laboratorium instytutu geografii i rozwoju regionalnego uniwersytetu wrocławskiego. stanowisko do badań dendrochronologicznych dotychczas nie zostało utworzone w tej jednostce naukowej. zakup urządzeń pozwoli rozwinąć warsztat badawczy instytutu nie tylko w celach naukowych, ale również dydaktycznych.",07/01/30,23.0,Dendrochronologiczny zapis przebiegu procesów stokowych w górach średnich,"dendrochronologia, czynniki wzrostu drzew, procesy stokowe, erozja, depozycja",173.0,"wynik badanie być opublikować w czasopismo z tak_zwany . list filadelfijski ( dendrochronologia , geomorphology ) oraz w czasopismo krajowy . zamierzenie wykonawca projekt być również prezentacja rezultat praca badawczy na konferencja krajowy oraz międzynarodowy , m.in : - interpraevent &quot; protection of human habitats against floods , debris flows , snow avalanches Anda slope movements &quot; , 2008 dornbirn , Austria - association for tree - ring research trace - tree rings in archeology , climatolgy Anda ecology 2008 , poland - international association of geomorphologists &quot; international geomorphology conference &quot; 2009 Melbourne , Australia rezultat badanie być stanowić część rozprawa habilitacyjny dr Piotr owczarek oraz dr Agnieszka latochy i dr Krzysztof parzócha . zakupić w rama projekt urządzenie badawczy wzbogacić laboratorium instytut geografia i rozwój regionalny uniwersytet wrocławski . stanowisko do badanie dendrochronologiczny dotychczas nie zostać utworzyć w ten jednostka naukowy . zakup urządzenie pozwolić rozwinąć warsztat badawczy instytut nie tylko w cel naukowy , ale również dydaktyczny ."
20,20.0,4834.0,opisProjektuEfekt,"badania dynamiki impulsowego zagęszczania podjęte w ramach wnioskowanego projektu, będą stanowiły podstawę realizowanej pracy doktorskiej oraz dostarczą materiałów do publikacji naukowych i referatów na konferencjach krajowych i zagranicznych.",07/01/25,23.0,Matematyczny model 3D procesu impulsowego zagęszczania mas formierskich. Badania symulacyjne i eksperymentalne,"masa formierska, zagęszczanie impulsowe, model reologiczny, model matematyczny, model 3D, badania symulacyjne, badania eksperymentalne",173.0,"badanie dynamika impulsowy zagęszczać podjąć w rama wnioskować projekt , być stanowić podstawa realizować praca doktorski oraz dostarczyć materiał do publikacja naukowy i referat na konferencja krajowy i zagraniczny ."
